x,y,u,v,p,psi,u_exact,p_exact,psi_exact
0.8305084745762712,0.0,0.0,0.0,0.1694915254237288,0.0,0.0,0.1694915254237288,0.0
0.847457627118644,0.0,0.0,0.0,0.15254237288135597,0.0,0.0,0.15254237288135597,0.0
0.864406779661017,0.0,0.0,0.0,0.13559322033898302,0.0,0.0,0.13559322033898302,0.0
0.8813559322033898,0.0,0.0,0.0,0.11864406779661019,0.0,0.0,0.11864406779661019,0.0
0.8983050847457628,0.0,0.0,0.0,0.10169491525423724,0.0,0.0,0.10169491525423724,0.0
0.9152542372881356,0.0,0.0,0.0,0.0847457627118644,0.0,0.0,0.0847457627118644,0.0
0.9322033898305084,0.0,0.0,0.0,0.06779661016949157,0.0,0.0,0.06779661016949157,0.0
0.9491525423728814,0.0,0.0,0.0,0.05084745762711862,0.0,0.0,0.05084745762711862,0.0
0.9661016949152542,0.0,0.0,0.0,0.03389830508474578,0.0,0.0,0.03389830508474578,0.0
0.9830508474576272,0.0,0.0,0.0,0.016949152542372836,0.0,0.0,0.016949152542372836,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.006896551724137932,0.06658739595719383,0.0,1.0,0.00023234518293766324,0.06658739595719383,1.0,0.00023234518293766324
0.01694915254237288,0.006896551724137932,0.06658739595719383,0.0,0.9830508474576272,0.00023234518293766324,0.06658739595719383,0.9830508474576272,0.00023234518293766324
0.03389830508474576,0.006896551724137932,0.06658739595719383,0.0,0.9661016949152542,0.00023234518293766324,0.06658739595719383,0.9661016949152542,0.00023234518293766324
0.05084745762711865,0.006896551724137932,0.06658739595719383,0.0,0.9491525423728814,0.00023234518293766324,0.06658739595719383,0.9491525423728814,0.00023234518293766324
0.06779661016949153,0.006896551724137932,0.06658739595719383,0.0,0.9322033898305084,0.00023234518293766324,0.06658739595719383,0.9322033898305084,0.00023234518293766324
0.0847457627118644,0.006896551724137932,0.06658739595719383,0.0,0.9152542372881356,0.00023234518293766324,0.06658739595719383,0.9152542372881356,0.00023234518293766324
0.1016949152542373,0.006896551724137932,0.06658739595719383,0.0,0.8983050847457628,0.00023234518293766324,0.06658739595719383,0.8983050847457628,0.00023234518293766324
0.11864406779661017,0.006896551724137932,0.06658739595719383,0.0,0.8813559322033898,0.00023234518293766324,0.06658739595719383,0.8813559322033898,0.00023234518293766324
0.13559322033898305,0.006896551724137932,0.06658739595719383,0.0,0.864406779661017,0.00023234518293766324,0.06658739595719383,0.864406779661017,0.00023234518293766324
0.15254237288135594,0.006896551724137932,0.06658739595719383,0.0,0.847457627118644,0.00023234518293766324,0.06658739595719383,0.847457627118644,0.00023234518293766324
0.1694915254237288,0.006896551724137932,0.06658739595719383,0.0,0.8305084745762712,0.00023234518293766324,0.06658739595719383,0.8305084745762712,0.00023234518293766324
0.1864406779661017,0.006896551724137932,0.06658739595719383,0.0,0.8135593220338984,0.00023234518293766324,0.06658739595719383,0.8135593220338984,0.00023234518293766324
0.2033898305084746,0.006896551724137932,0.06658739595719383,0.0,0.7966101694915254,0.00023234518293766324,0.06658739595719383,0.7966101694915254,0.00023234518293766324
0.22033898305084745,0.006896551724137932,0.06658739595719383,0.0,0.7796610169491526,0.00023234518293766324,0.06658739595719383,0.7796610169491526,0.00023234518293766324
0.23728813559322035,0.006896551724137932,0.06658739595719383,0.0,0.7627118644067796,0.00023234518293766324,0.06658739595719383,0.7627118644067796,0.00023234518293766324
0.2542372881355932,0.006896551724137932,0.06658739595719383,0.0,0.7457627118644068,0.00023234518293766324,0.06658739595719383,0.7457627118644068,0.00023234518293766324
0.2711864406779661,0.006896551724137932,0.06658739595719383,0.0,0.728813559322034,0.00023234518293766324,0.06658739595719383,0.728813559322034,0.00023234518293766324
0.288135593220339,0.006896551724137932,0.06658739595719383,0.0,0.711864406779661,0.00023234518293766324,0.06658739595719383,0.711864406779661,0.00023234518293766324
0.3050847457627119,0.006896551724137932,0.06658739595719383,0.0,0.6949152542372881,0.00023234518293766324,0.06658739595719383,0.6949152542372881,0.00023234518293766324
0.3220338983050847,0.006896551724137932,0.06658739595719383,0.0,0.6779661016949152,0.00023234518293766324,0.06658739595719383,0.6779661016949152,0.00023234518293766324
0.3389830508474576,0.006896551724137932,0.06658739595719383,0.0,0.6610169491525424,0.00023234518293766324,0.06658739595719383,0.6610169491525424,0.00023234518293766324
0.3559322033898305,0.006896551724137932,0.06658739595719383,0.0,0.6440677966101696,0.00023234518293766324,0.06658739595719383,0.6440677966101696,0.00023234518293766324
0.3728813559322034,0.006896551724137932,0.06658739595719383,0.0,0.6271186440677966,0.00023234518293766324,0.06658739595719383,0.6271186440677966,0.00023234518293766324
0.3898305084745763,0.006896551724137932,0.06658739595719383,0.0,0.6101694915254237,0.00023234518293766324,0.06658739595719383,0.6101694915254237,0.00023234518293766324
0.4067796610169492,0.006896551724137932,0.06658739595719383,0.0,0.5932203389830508,0.00023234518293766324,0.06658739595719383,0.5932203389830508,0.00023234518293766324
0.423728813559322,0.006896551724137932,0.06658739595719383,0.0,0.576271186440678,0.00023234518293766324,0.06658739595719383,0.576271186440678,0.00023234518293766324
0.4406779661016949,0.006896551724137932,0.06658739595719383,0.0,0.5593220338983051,0.00023234518293766324,0.06658739595719383,0.5593220338983051,0.00023234518293766324
0.4576271186440678,0.006896551724137932,0.06658739595719383,0.0,0.5423728813559322,0.00023234518293766324,0.06658739595719383,0.5423728813559322,0.00023234518293766324
0.4745762711864407,0.006896551724137932,0.06658739595719383,0.0,0.5254237288135593,0.00023234518293766324,0.06658739595719383,0.5254237288135593,0.00023234518293766324
0.4915254237288136,0.006896551724137932,0.06658739595719383,0.0,0.5084745762711864,0.00023234518293766324,0.06658739595719383,0.5084745762711864,0.00023234518293766324
0.5084745762711864,0.006896551724137932,0.06658739595719383,0.0,0.4915254237288136,0.00023234518293766324,0.06658739595719383,0.4915254237288136,0.00023234518293766324
0.5254237288135593,0.006896551724137932,0.06658739595719383,0.0,0.47457627118644075,0.00023234518293766324,0.06658739595719383,0.47457627118644075,0.00023234518293766324
0.5423728813559322,0.006896551724137932,0.06658739595719383,0.0,0.4576271186440678,0.00023234518293766324,0.06658739595719383,0.4576271186440678,0.00023234518293766324
0.5593220338983051,0.006896551724137932,0.06658739595719383,0.0,0.44067796610169485,0.00023234518293766324,0.06658739595719383,0.44067796610169485,0.00023234518293766324
0.576271186440678,0.006896551724137932,0.06658739595719383,0.0,0.423728813559322,0.00023234518293766324,0.06658739595719383,0.423728813559322,0.00023234518293766324
0.5932203389830508,0.006896551724137932,0.06658739595719383,0.0,0.4067796610169492,0.00023234518293766324,0.06658739595719383,0.4067796610169492,0.00023234518293766324
0.6101694915254237,0.006896551724137932,0.06658739595719383,0.0,0.38983050847457634,0.00023234518293766324,0.06658739595719383,0.38983050847457634,0.00023234518293766324
0.6271186440677966,0.006896551724137932,0.06658739595719383,0.0,0.3728813559322034,0.00023234518293766324,0.06658739595719383,0.3728813559322034,0.00023234518293766324
0.6440677966101696,0.006896551724137932,0.06658739595719383,0.0,0.35593220338983045,0.00023234518293766324,0.06658739595719383,0.35593220338983045,0.00023234518293766324
0.6610169491525424,0.006896551724137932,0.06658739595719383,0.0,0.3389830508474576,0.00023234518293766324,0.06658739595719383,0.3389830508474576,0.00023234518293766324
0.6779661016949152,0.006896551724137932,0.06658739595719383,0.0,0.3220338983050848,0.00023234518293766324,0.06658739595719383,0.3220338983050848,0.00023234518293766324
0.6949152542372881,0.006896551724137932,0.06658739595719383,0.0,0.30508474576271194,0.00023234518293766324,0.06658739595719383,0.30508474576271194,0.00023234518293766324
0.711864406779661,0.006896551724137932,0.06658739595719383,0.0,0.288135593220339,0.00023234518293766324,0.06658739595719383,0.288135593220339,0.00023234518293766324
0.728813559322034,0.006896551724137932,0.06658739595719383,0.0,0.27118644067796605,0.00023234518293766324,0.06658739595719383,0.27118644067796605,0.00023234518293766324
0.7457627118644068,0.006896551724137932,0.06658739595719383,0.0,0.2542372881355932,0.00023234518293766324,0.06658739595719383,0.2542372881355932,0.00023234518293766324
0.7627118644067796,0.006896551724137932,0.06658739595719383,0.0,0.23728813559322037,0.00023234518293766324,0.06658739595719383,0.23728813559322037,0.00023234518293766324
0.7796610169491526,0.006896551724137932,0.06658739595719383,0.0,0.22033898305084743,0.00023234518293766324,0.06658739595719383,0.22033898305084743,0.00023234518293766324
0.7966101694915254,0.006896551724137932,0.06658739595719383,0.0,0.2033898305084746,0.00023234518293766324,0.06658739595719383,0.2033898305084746,0.00023234518293766324
0.8135593220338984,0.006896551724137932,0.06658739595719383,0.0,0.18644067796610164,0.00023234518293766324,0.06658739595719383,0.18644067796610164,0.00023234518293766324
0.8305084745762712,0.006896551724137932,0.06658739595719383,0.0,0.1694915254237288,0.00023234518293766324,0.06658739595719383,0.1694915254237288,0.00023234518293766324
0.847457627118644,0.006896551724137932,0.06658739595719383,0.0,0.15254237288135597,0.00023234518293766324,0.06658739595719383,0.15254237288135597,0.00023234518293766324
0.864406779661017,0.006896551724137932,0.06658739595719383,0.0,0.13559322033898302,0.00023234518293766324,0.06658739595719383,0.13559322033898302,0.00023234518293766324
0.8813559322033898,0.006896551724137932,0.06658739595719383,0.0,0.11864406779661019,0.00023234518293766324,0.06658739595719383,0.11864406779661019,0.00023234518293766324
0.8983050847457628,0.006896551724137932,0.06658739595719383,0.0,0.10169491525423724,0.00023234518293766324,0.06658739595719383,0.10169491525423724,0.00023234518293766324
0.9152542372881356,0.006896551724137932,0.06658739595719383,0.0,0.0847457627118644,0.00023234518293766324,0.06658739595719383,0.0847457627118644,0.00023234518293766324
0.9322033898305084,0.006896551724137932,0.06658739595719383,0.0,0.06779661016949157,0.00023234518293766324,0.06658739595719383,0.06779661016949157,0.00023234518293766324
0.9491525423728814,0.006896551724137932,0.06658739595719383,0.0,0.05084745762711862,0.00023234518293766324,0.06658739595719383,0.05084745762711862,0.00023234518293766324
0.9661016949152542,0.006896551724137932,0.06658739595719383,0.0,0.03389830508474578,0.00023234518293766324,0.06658739595719383,0.03389830508474578,0.00023234518293766324
0.9830508474576272,0.006896551724137932,0.06658739595719383,0.0,0.016949152542372836,0.00023234518293766324,0.06658739595719383,0.016949152542372836,0.00023234518293766324
1.0,0.006896551724137932,0.06658739595719383,0.0,0.0,0.00023234518293766324,0.06658739595719383,0.0,0.00023234518293766324
0.0,0.013793103448275864,0.12841854934601668,0.0,1.0,0.0009075129498271082,0.12841854934601668,1.0,0.0009075129498271082
0.01694915254237288,0.013793103448275864,0.12841854934601668,0.0,0.9830508474576272,0.0009075129498271082,0.12841854934601668,0.9830508474576272,0.0009075129498271082
0.03389830508474576,0.013793103448275864,0.12841854934601668,0.0,0.9661016949152542,0.0009075129498271082,0.12841854934601668,0.9661016949152542,0.0009075129498271082
0.05084745762711865,0.013793103448275864,0.12841854934601668,0.0,0.9491525423728814,0.0009075129498271082,0.12841854934601668,0.9491525423728814,0.0009075129498271082
0.06779661016949153,0.013793103448275864,0.12841854934601668,0.0,0.9322033898305084,0.0009075129498271082,0.12841854934601668,0.9322033898305084,0.0009075129498271082
0.0847457627118644,0.013793103448275864,0.12841854934601668,0.0,0.9152542372881356,0.0009075129498271082,0.12841854934601668,0.9152542372881356,0.0009075129498271082
0.1016949152542373,0.013793103448275864,0.12841854934601668,0.0,0.8983050847457628,0.0009075129498271082,0.12841854934601668,0.8983050847457628,0.0009075129498271082
0.11864406779661017,0.013793103448275864,0.12841854934601668,0.0,0.8813559322033898,0.0009075129498271082,0.12841854934601668,0.8813559322033898,0.0009075129498271082
0.13559322033898305,0.013793103448275864,0.12841854934601668,0.0,0.864406779661017,0.0009075129498271082,0.12841854934601668,0.864406779661017,0.0009075129498271082
0.15254237288135594,0.013793103448275864,0.12841854934601668,0.0,0.847457627118644,0.0009075129498271082,0.12841854934601668,0.847457627118644,0.0009075129498271082
0.1694915254237288,0.013793103448275864,0.12841854934601668,0.0,0.8305084745762712,0.0009075129498271082,0.12841854934601668,0.8305084745762712,0.0009075129498271082
0.1864406779661017,0.013793103448275864,0.12841854934601668,0.0,0.8135593220338984,0.0009075129498271082,0.12841854934601668,0.8135593220338984,0.0009075129498271082
0.2033898305084746,0.013793103448275864,0.12841854934601668,0.0,0.7966101694915254,0.0009075129498271082,0.12841854934601668,0.7966101694915254,0.0009075129498271082
0.22033898305084745,0.013793103448275864,0.12841854934601668,0.0,0.7796610169491526,0.0009075129498271082,0.12841854934601668,0.7796610169491526,0.0009075129498271082
0.23728813559322035,0.013793103448275864,0.12841854934601668,0.0,0.7627118644067796,0.0009075129498271082,0.12841854934601668,0.7627118644067796,0.0009075129498271082
0.2542372881355932,0.013793103448275864,0.12841854934601668,0.0,0.7457627118644068,0.0009075129498271082,0.12841854934601668,0.7457627118644068,0.0009075129498271082
0.2711864406779661,0.013793103448275864,0.12841854934601668,0.0,0.728813559322034,0.0009075129498271082,0.12841854934601668,0.728813559322034,0.0009075129498271082
0.288135593220339,0.013793103448275864,0.12841854934601668,0.0,0.711864406779661,0.0009075129498271082,0.12841854934601668,0.711864406779661,0.0009075129498271082
0.3050847457627119,0.013793103448275864,0.12841854934601668,0.0,0.6949152542372881,0.0009075129498271082,0.12841854934601668,0.6949152542372881,0.0009075129498271082
0.3220338983050847,0.013793103448275864,0.12841854934601668,0.0,0.6779661016949152,0.0009075129498271082,0.12841854934601668,0.6779661016949152,0.0009075129498271082
0.3389830508474576,0.013793103448275864,0.12841854934601668,0.0,0.6610169491525424,0.0009075129498271082,0.12841854934601668,0.6610169491525424,0.0009075129498271082
0.3559322033898305,0.013793103448275864,0.12841854934601668,0.0,0.6440677966101696,0.0009075129498271082,0.12841854934601668,0.6440677966101696,0.0009075129498271082
0.3728813559322034,0.013793103448275864,0.12841854934601668,0.0,0.6271186440677966,0.0009075129498271082,0.12841854934601668,0.6271186440677966,0.0009075129498271082
0.3898305084745763,0.013793103448275864,0.12841854934601668,0.0,0.6101694915254237,0.0009075129498271082,0.12841854934601668,0.6101694915254237,0.0009075129498271082
0.4067796610169492,0.013793103448275864,0.12841854934601668,0.0,0.5932203389830508,0.0009075129498271082,0.12841854934601668,0.5932203389830508,0.0009075129498271082
0.423728813559322,0.013793103448275864,0.12841854934601668,0.0,0.576271186440678,0.0009075129498271082,0.12841854934601668,0.576271186440678,0.0009075129498271082
0.4406779661016949,0.013793103448275864,0.12841854934601668,0.0,0.5593220338983051,0.0009075129498271082,0.12841854934601668,0.5593220338983051,0.0009075129498271082
0.4576271186440678,0.013793103448275864,0.12841854934601668,0.0,0.5423728813559322,0.0009075129498271082,0.12841854934601668,0.5423728813559322,0.0009075129498271082
0.4745762711864407,0.013793103448275864,0.12841854934601668,0.0,0.5254237288135593,0.0009075129498271082,0.12841854934601668,0.5254237288135593,0.0009075129498271082
0.4915254237288136,0.013793103448275864,0.12841854934601668,0.0,0.5084745762711864,0.0009075129498271082,0.12841854934601668,0.5084745762711864,0.0009075129498271082
0.5084745762711864,0.013793103448275864,0.12841854934601668,0.0,0.4915254237288136,0.0009075129498271082,0.12841854934601668,0.4915254237288136,0.0009075129498271082
0.5254237288135593,0.013793103448275864,0.12841854934601668,0.0,0.47457627118644075,0.0009075129498271082,0.12841854934601668,0.47457627118644075,0.0009075129498271082
0.5423728813559322,0.013793103448275864,0.12841854934601668,0.0,0.4576271186440678,0.0009075129498271082,0.12841854934601668,0.4576271186440678,0.0009075129498271082
0.5593220338983051,0.013793103448275864,0.12841854934601668,0.0,0.44067796610169485,0.0009075129498271082,0.12841854934601668,0.44067796610169485,0.0009075129498271082
0.576271186440678,0.013793103448275864,0.12841854934601668,0.0,0.423728813559322,0.0009075129498271082,0.12841854934601668,0.423728813559322,0.0009075129498271082
0.5932203389830508,0.013793103448275864,0.12841854934601668,0.0,0.4067796610169492,0.0009075129498271082,0.12841854934601668,0.4067796610169492,0.0009075129498271082
0.6101694915254237,0.013793103448275864,0.12841854934601668,0.0,0.38983050847457634,0.0009075129498271082,0.12841854934601668,0.38983050847457634,0.0009075129498271082
0.6271186440677966,0.013793103448275864,0.12841854934601668,0.0,0.3728813559322034,0.0009075129498271082,0.12841854934601668,0.3728813559322034,0.0009075129498271082
0.6440677966101696,0.013793103448275864,0.12841854934601668,0.0,0.35593220338983045,0.0009075129498271082,0.12841854934601668,0.35593220338983045,0.0009075129498271082
0.6610169491525424,0.013793103448275864,0.12841854934601668,0.0,0.3389830508474576,0.0009075129498271082,0.12841854934601668,0.3389830508474576,0.0009075129498271082
0.6779661016949152,0.013793103448275864,0.12841854934601668,0.0,0.3220338983050848,0.0009075129498271082,0.12841854934601668,0.3220338983050848,0.0009075129498271082
0.6949152542372881,0.013793103448275864,0.12841854934601668,0.0,0.30508474576271194,0.0009075129498271082,0.12841854934601668,0.30508474576271194,0.0009075129498271082
0.711864406779661,0.013793103448275864,0.12841854934601668,0.0,0.288135593220339,0.0009075129498271082,0.12841854934601668,0.288135593220339,0.0009075129498271082
0.728813559322034,0.013793103448275864,0.12841854934601668,0.0,0.27118644067796605,0.0009075129498271082,0.12841854934601668,0.27118644067796605,0.0009075129498271082
0.7457627118644068,0.013793103448275864,0.12841854934601668,0.0,0.2542372881355932,0.0009075129498271082,0.12841854934601668,0.2542372881355932,0.0009075129498271082
0.7627118644067796,0.013793103448275864,0.12841854934601668,0.0,0.23728813559322037,0.0009075129498271082,0.12841854934601668,0.23728813559322037,0.0009075129498271082
0.7796610169491526,0.013793103448275864,0.12841854934601668,0.0,0.22033898305084743,0.0009075129498271082,0.12841854934601668,0.22033898305084743,0.0009075129498271082
0.7966101694915254,0.013793103448275864,0.12841854934601668,0.0,0.2033898305084746,0.0009075129498271082,0.12841854934601668,0.2033898305084746,0.0009075129498271082
0.8135593220338984,0.013793103448275864,0.12841854934601668,0.0,0.18644067796610164,0.0009075129498271082,0.12841854934601668,0.18644067796610164,0.0009075129498271082
0.8305084745762712,0.013793103448275864,0.12841854934601668,0.0,0.1694915254237288,0.0009075129498271082,0.12841854934601668,0.1694915254237288,0.0009075129498271082
0.847457627118644,0.013793103448275864,0.12841854934601668,0.0,0.15254237288135597,0.0009075129498271082,0.12841854934601668,0.15254237288135597,0.0009075129498271082
0.864406779661017,0.013793103448275864,0.12841854934601668,0.0,0.13559322033898302,0.0009075129498271082,0.12841854934601668,0.13559322033898302,0.0009075129498271082
0.8813559322033898,0.013793103448275864,0.12841854934601668,0.0,0.11864406779661019,0.0009075129498271082,0.12841854934601668,0.11864406779661019,0.0009075129498271082
0.8983050847457628,0.013793103448275864,0.12841854934601668,0.0,0.10169491525423724,0.0009075129498271082,0.12841854934601668,0.10169491525423724,0.0009075129498271082
0.9152542372881356,0.013793103448275864,0.12841854934601668,0.0,0.0847457627118644,0.0009075129498271082,0.12841854934601668,0.0847457627118644,0.0009075129498271082
0.9322033898305084,0.013793103448275864,0.12841854934601668,0.0,0.06779661016949157,0.0009075129498271082,0.12841854934601668,0.06779661016949157,0.0009075129498271082
0.9491525423728814,0.013793103448275864,0.12841854934601668,0.0,0.05084745762711862,0.0009075129498271082,0.12841854934601668,0.05084745762711862,0.0009075129498271082
0.9661016949152542,0.013793103448275864,0.12841854934601668,0.0,0.03389830508474578,0.0009075129498271082,0.12841854934601668,0.03389830508474578,0.0009075129498271082
0.9830508474576272,0.013793103448275864,0.12841854934601668,0.0,0.016949152542372836,0.0009075129498271082,0.12841854934601668,0.016949152542372836,0.0009075129498271082
1.0,0.013793103448275864,0.12841854934601668,0.0,0.0,0.0009075129498271082,0.12841854934601668,0.0,0.0009075129498271082
0.0,0.020689655172413796,0.18549346016646853,0.0,1.0,0.0019927016277830178,0.18549346016646853,1.0,0.0019927016277830178
0.01694915254237288,0.020689655172413796,0.18549346016646853,0.0,0.9830508474576272,0.0019927016277830178,0.18549346016646853,0.9830508474576272,0.0019927016277830178
0.03389830508474576,0.020689655172413796,0.18549346016646853,0.0,0.9661016949152542,0.0019927016277830178,0.18549346016646853,0.9661016949152542,0.0019927016277830178
0.05084745762711865,0.020689655172413796,0.18549346016646853,0.0,0.9491525423728814,0.0019927016277830178,0.18549346016646853,0.9491525423728814,0.0019927016277830178
0.06779661016949153,0.020689655172413796,0.18549346016646853,0.0,0.9322033898305084,0.0019927016277830178,0.18549346016646853,0.9322033898305084,0.0019927016277830178
0.0847457627118644,0.020689655172413796,0.18549346016646853,0.0,0.9152542372881356,0.0019927016277830178,0.18549346016646853,0.9152542372881356,0.0019927016277830178
0.1016949152542373,0.020689655172413796,0.18549346016646853,0.0,0.8983050847457628,0.0019927016277830178,0.18549346016646853,0.8983050847457628,0.0019927016277830178
0.11864406779661017,0.020689655172413796,0.18549346016646853,0.0,0.8813559322033898,0.0019927016277830178,0.18549346016646853,0.8813559322033898,0.0019927016277830178
0.13559322033898305,0.020689655172413796,0.18549346016646853,0.0,0.864406779661017,0.0019927016277830178,0.18549346016646853,0.864406779661017,0.0019927016277830178
0.15254237288135594,0.020689655172413796,0.18549346016646853,0.0,0.847457627118644,0.0019927016277830178,0.18549346016646853,0.847457627118644,0.0019927016277830178
0.1694915254237288,0.020689655172413796,0.18549346016646853,0.0,0.8305084745762712,0.0019927016277830178,0.18549346016646853,0.8305084745762712,0.0019927016277830178
0.1864406779661017,0.020689655172413796,0.18549346016646853,0.0,0.8135593220338984,0.0019927016277830178,0.18549346016646853,0.8135593220338984,0.0019927016277830178
0.2033898305084746,0.020689655172413796,0.18549346016646853,0.0,0.7966101694915254,0.0019927016277830178,0.18549346016646853,0.7966101694915254,0.0019927016277830178
0.22033898305084745,0.020689655172413796,0.18549346016646853,0.0,0.7796610169491526,0.0019927016277830178,0.18549346016646853,0.7796610169491526,0.0019927016277830178
0.23728813559322035,0.020689655172413796,0.18549346016646853,0.0,0.7627118644067796,0.0019927016277830178,0.18549346016646853,0.7627118644067796,0.0019927016277830178
0.2542372881355932,0.020689655172413796,0.18549346016646853,0.0,0.7457627118644068,0.0019927016277830178,0.18549346016646853,0.7457627118644068,0.0019927016277830178
0.2711864406779661,0.020689655172413796,0.18549346016646853,0.0,0.728813559322034,0.0019927016277830178,0.18549346016646853,0.728813559322034,0.0019927016277830178
0.288135593220339,0.020689655172413796,0.18549346016646853,0.0,0.711864406779661,0.0019927016277830178,0.18549346016646853,0.711864406779661,0.0019927016277830178
0.3050847457627119,0.020689655172413796,0.18549346016646853,0.0,0.6949152542372881,0.0019927016277830178,0.18549346016646853,0.6949152542372881,0.0019927016277830178
0.3220338983050847,0.020689655172413796,0.18549346016646853,0.0,0.6779661016949152,0.0019927016277830178,0.18549346016646853,0.6779661016949152,0.0019927016277830178
0.3389830508474576,0.020689655172413796,0.18549346016646853,0.0,0.6610169491525424,0.0019927016277830178,0.18549346016646853,0.6610169491525424,0.0019927016277830178
